"user_id","first_saw_experiment","path","experiment_id","variation"
20486,2018-06-08,"example.com","Experiment 1","variant"
20493,2018-06-28,"example.com","Experiment 1","variant"
20523,2018-06-23,"example.com","Experiment 1","variant"
20547,2018-06-18,"example.com","Experiment 1","variant"
20560,2018-06-10,"example.com/features","Experiment 1","variant"
20568,2018-06-06,"example.com/features","Experiment 1","variant"
20581,2018-06-21,"example.com/features","Experiment 1","variant"
20587,2018-06-30,"example.com/features","Experiment 1","variant"
20594,2018-06-25,"example.com","Experiment 1","variant"
20613,2018-06-20,"example.com","Experiment 1","original"
20620,2018-06-04,"example.com/pricing","Experiment 1","original"
20624,2018-06-26,"example.com","Experiment 1","original"
20625,2018-06-22,"example.com/features","Experiment 1","original"
20628,2018-06-24,"example.com/pricing","Experiment 1","original"
20629,2018-06-21,"example.com/pricing","Experiment 1","variant"
20630,2018-06-30,"example.com","Experiment 1","original"
20632,2018-06-24,"example.com","Experiment 1","variant"
20633,2018-06-23,"example.com/features","Experiment 1","original"
20671,2018-07-02,"example.com","Experiment 1","variant"
20680,2018-06-26,"example.com/pricing","Experiment 1","original"
20681,2018-06-05,"example.com","Experiment 1","original"
20687,2018-06-05,"example.com/features","Experiment 1","variant"
20689,2018-06-16,"example.com/pricing","Experiment 1","variant"
20691,2018-06-04,"example.com","Experiment 1","original"
20702,2018-07-02,"example.com/features","Experiment 1","variant"
20711,2018-06-15,"example.com","Experiment 1","variant"
20713,2018-07-04,"example.com/features","Experiment 1","original"
20722,2018-06-20,"example.com/features","Experiment 1","original"
20736,2018-07-01,"example.com","Experiment 1","variant"
20739,2018-06-27,"example.com","Experiment 1","original"
20750,2018-06-22,"example.com","Experiment 1","original"
20751,2018-06-09,"example.com/features","Experiment 1","variant"
20765,2018-06-28,"example.com","Experiment 1","variant"
20771,2018-07-01,"example.com","Experiment 1","variant"
20778,2018-06-09,"example.com","Experiment 1","variant"
20808,2018-07-01,"example.com","Experiment 1","variant"
20816,2018-06-27,"example.com/features","Experiment 1","variant"
20820,2018-07-04,"example.com/pricing","Experiment 1","original"
20821,2018-06-20,"example.com/pricing","Experiment 1","original"
20825,2018-07-01,"example.com","Experiment 1","variant"
20837,2018-06-07,"example.com","Experiment 1","variant"
20854,2018-07-02,"example.com","Experiment 1","original"
20859,2018-06-12,"example.com","Experiment 1","variant"
20871,2018-06-04,"example.com/pricing","Experiment 1","variant"
20881,2018-06-14,"example.com","Experiment 1","original"
20883,2018-06-21,"example.com/pricing","Experiment 1","original"
20917,2018-06-23,"example.com/features","Experiment 1","original"
20924,2018-06-29,"example.com","Experiment 1","variant"
20962,2018-06-04,"example.com/features","Experiment 1","original"
20963,2018-06-12,"example.com","Experiment 1","original"
20965,2018-06-19,"example.com","Experiment 1","variant"
20971,2018-06-25,"example.com/pricing","Experiment 1","original"
20974,2018-06-09,"example.com","Experiment 1","original"
20976,2018-06-29,"example.com/features","Experiment 1","variant"
20977,2018-06-08,"example.com","Experiment 1","original"
20983,2018-06-04,"example.com","Experiment 1","variant"
20985,2018-07-04,"example.com/features","Experiment 1","variant"
21001,2018-07-01,"example.com/pricing","Experiment 1","variant"
21011,2018-06-06,"example.com","Experiment 1","original"
21012,2018-06-30,"example.com","Experiment 1","variant"
21017,2018-06-16,"example.com","Experiment 1","variant"
21018,2018-06-04,"example.com","Experiment 1","variant"
21022,2018-06-04,"example.com/features","Experiment 1","variant"
21023,2018-06-11,"example.com/pricing","Experiment 1","variant"
21025,2018-06-06,"example.com/pricing","Experiment 1","original"
21032,2018-06-23,"example.com","Experiment 1","original"
21036,2018-06-10,"example.com","Experiment 1","variant"
21038,2018-06-09,"example.com/features","Experiment 1","variant"
21067,2018-06-10,"example.com/pricing","Experiment 1","original"
21080,2018-06-26,"example.com/features","Experiment 1","variant"
21086,2018-07-01,"example.com","Experiment 1","original"
21101,2018-07-01,"example.com/features","Experiment 1","variant"
21116,2018-06-15,"example.com","Experiment 1","original"
21141,2018-06-13,"example.com","Experiment 1","original"
21166,2018-06-07,"example.com/pricing","Experiment 1","variant"
21167,2018-06-26,"example.com","Experiment 1","original"
21170,2018-06-26,"example.com/features","Experiment 1","variant"
21180,2018-06-14,"example.com/pricing","Experiment 1","original"
21204,2018-06-08,"example.com","Experiment 1","variant"
21217,2018-06-06,"example.com","Experiment 1","original"
21219,2018-06-13,"example.com/features","Experiment 1","variant"
21229,2018-06-15,"example.com/pricing","Experiment 1","variant"
21231,2018-06-06,"example.com/pricing","Experiment 1","variant"
21249,2018-06-26,"example.com","Experiment 1","original"
21263,2018-06-25,"example.com/pricing","Experiment 1","variant"
21280,2018-06-06,"example.com/features","Experiment 1","original"
21303,2018-07-02,"example.com/features","Experiment 1","original"
21305,2018-06-12,"example.com/pricing","Experiment 1","original"
21309,2018-06-23,"example.com","Experiment 1","original"
21311,2018-06-08,"example.com","Experiment 1","original"
21319,2018-06-25,"example.com/pricing","Experiment 1","variant"
21323,2018-06-10,"example.com","Experiment 1","original"
21325,2018-06-08,"example.com/pricing","Experiment 1","original"
21346,2018-06-11,"example.com/pricing","Experiment 1","original"
21347,2018-07-02,"example.com/features","Experiment 1","variant"
21355,2018-06-23,"example.com","Experiment 1","original"
21359,2018-06-17,"example.com","Experiment 1","variant"
21367,2018-06-15,"example.com","Experiment 1","original"
21376,2018-06-10,"example.com/features","Experiment 1","original"
21385,2018-06-06,"example.com","Experiment 1","original"
21398,2018-06-16,"example.com/pricing","Experiment 1","variant"
21399,2018-07-02,"example.com/pricing","Experiment 1","original"
21404,2018-06-14,"example.com","Experiment 1","original"
21412,2018-06-07,"example.com","Experiment 1","original"
21415,2018-06-04,"example.com","Experiment 1","original"
21421,2018-06-04,"example.com","Experiment 1","variant"
21444,2018-06-23,"example.com","Experiment 1","variant"
21456,2018-06-14,"example.com","Experiment 1","original"
21461,2018-06-11,"example.com/pricing","Experiment 1","variant"
21469,2018-06-14,"example.com/features","Experiment 1","original"
21480,2018-06-16,"example.com/features","Experiment 1","original"
21507,2018-06-27,"example.com","Experiment 1","variant"
21511,2018-06-24,"example.com","Experiment 1","original"
21529,2018-06-26,"example.com/pricing","Experiment 1","variant"
21530,2018-06-06,"example.com","Experiment 1","original"
21534,2018-06-14,"example.com","Experiment 1","original"
21539,2018-06-15,"example.com","Experiment 1","variant"
21541,2018-06-16,"example.com","Experiment 1","variant"
21556,2018-06-05,"example.com/features","Experiment 1","variant"
21559,2018-06-06,"example.com","Experiment 1","original"
21568,2018-07-02,"example.com/features","Experiment 1","original"
21575,2018-06-28,"example.com/features","Experiment 1","original"
21577,2018-06-29,"example.com","Experiment 1","variant"
21586,2018-06-23,"example.com/features","Experiment 1","original"
21603,2018-06-12,"example.com/features","Experiment 1","variant"
21620,2018-06-06,"example.com/pricing","Experiment 1","original"
21624,2018-06-10,"example.com","Experiment 1","original"
21625,2018-07-01,"example.com","Experiment 1","original"
21651,2018-06-06,"example.com","Experiment 1","original"
21653,2018-06-11,"example.com","Experiment 1","variant"
21658,2018-06-10,"example.com","Experiment 1","original"
21675,2018-06-07,"example.com","Experiment 1","variant"
21682,2018-06-30,"example.com/pricing","Experiment 1","original"
21695,2018-07-01,"example.com/pricing","Experiment 1","variant"
21698,2018-07-03,"example.com","Experiment 1","variant"
21699,2018-06-29,"example.com","Experiment 1","original"
21707,2018-06-20,"example.com","Experiment 1","original"
21711,2018-06-15,"example.com/features","Experiment 1","original"
21719,2018-06-23,"example.com/features","Experiment 1","original"
21721,2018-07-03,"example.com/pricing","Experiment 1","variant"
21730,2018-06-09,"example.com/features","Experiment 1","original"
21742,2018-06-06,"example.com","Experiment 1","original"
21754,2018-06-26,"example.com/features","Experiment 1","original"
21756,2018-07-01,"example.com","Experiment 1","variant"
21764,2018-06-26,"example.com/pricing","Experiment 1","variant"
21766,2018-06-04,"example.com","Experiment 1","original"
21768,2018-06-29,"example.com","Experiment 1","variant"
21784,2018-07-01,"example.com","Experiment 1","variant"
21786,2018-06-21,"example.com/pricing","Experiment 1","variant"
21792,2018-06-09,"example.com","Experiment 1","variant"
21797,2018-06-05,"example.com/features","Experiment 1","original"
21798,2018-06-06,"example.com/features","Experiment 1","variant"
21818,2018-07-02,"example.com","Experiment 1","variant"
21819,2018-06-24,"example.com","Experiment 1","variant"
21838,2018-06-26,"example.com/pricing","Experiment 1","variant"
21846,2018-06-27,"example.com","Experiment 1","variant"
21855,2018-06-13,"example.com","Experiment 1","original"
21866,2018-06-08,"example.com","Experiment 1","variant"
21890,2018-06-20,"example.com/features","Experiment 1","variant"
21897,2018-06-04,"example.com","Experiment 1","variant"
21900,2018-06-23,"example.com","Experiment 1","variant"
21925,2018-06-26,"example.com","Experiment 1","original"
21926,2018-06-20,"example.com","Experiment 1","variant"
21929,2018-06-21,"example.com","Experiment 1","variant"
21939,2018-06-12,"example.com","Experiment 1","variant"
21942,2018-06-30,"example.com/pricing","Experiment 1","original"
21950,2018-06-23,"example.com","Experiment 1","variant"
21963,2018-06-04,"example.com/features","Experiment 1","original"
21973,2018-06-12,"example.com","Experiment 1","variant"
21976,2018-06-14,"example.com/pricing","Experiment 1","variant"
21980,2018-06-14,"example.com/pricing","Experiment 1","original"
21996,2018-06-04,"example.com","Experiment 1","original"
22000,2018-06-18,"example.com","Experiment 1","variant"
22003,2018-06-07,"example.com/features","Experiment 1","original"
22011,2018-06-23,"example.com/features","Experiment 1","variant"
22033,2018-06-20,"example.com","Experiment 1","original"
22034,2018-06-25,"example.com","Experiment 1","original"
22039,2018-07-01,"example.com","Experiment 1","variant"
22045,2018-06-04,"example.com","Experiment 1","original"
22056,2018-06-08,"example.com/features","Experiment 1","variant"
22063,2018-06-19,"example.com","Experiment 1","variant"
22084,2018-07-03,"example.com/pricing","Experiment 1","original"
22090,2018-06-08,"example.com","Experiment 1","variant"
22093,2018-07-02,"example.com","Experiment 1","original"
22098,2018-06-08,"example.com/features","Experiment 1","variant"
22101,2018-06-28,"example.com/pricing","Experiment 1","variant"
22103,2018-06-10,"example.com/pricing","Experiment 1","variant"
22108,2018-06-18,"example.com","Experiment 1","original"
22132,2018-06-11,"example.com/features","Experiment 1","original"
22148,2018-06-17,"example.com/features","Experiment 1","variant"
22189,2018-06-16,"example.com/pricing","Experiment 1","variant"
22194,2018-07-03,"example.com/pricing","Experiment 1","variant"
22209,2018-06-16,"example.com/features","Experiment 1","variant"
22220,2018-06-08,"example.com/pricing","Experiment 1","original"
22221,2018-06-09,"example.com/features","Experiment 1","original"
22236,2018-06-11,"example.com/pricing","Experiment 1","variant"
22237,2018-06-30,"example.com","Experiment 1","original"
22249,2018-06-29,"example.com/pricing","Experiment 1","variant"
22252,2018-06-24,"example.com/pricing","Experiment 1","original"
22274,2018-06-26,"example.com/pricing","Experiment 1","original"
22275,2018-06-28,"example.com","Experiment 1","variant"
22280,2018-06-07,"example.com/pricing","Experiment 1","variant"
22293,2018-06-05,"example.com/pricing","Experiment 1","variant"
22300,2018-07-04,"example.com","Experiment 1","variant"
22323,2018-06-10,"example.com","Experiment 1","original"
22326,2018-06-26,"example.com","Experiment 1","original"
22341,2018-06-26,"example.com","Experiment 1","variant"
22343,2018-06-09,"example.com/pricing","Experiment 1","variant"
22352,2018-06-18,"example.com/features","Experiment 1","original"
22358,2018-06-07,"example.com","Experiment 1","original"
22362,2018-06-07,"example.com/features","Experiment 1","original"
22372,2018-06-05,"example.com/pricing","Experiment 1","variant"
22375,2018-06-25,"example.com","Experiment 1","original"
22380,2018-06-25,"example.com/pricing","Experiment 1","variant"
22398,2018-06-04,"example.com","Experiment 1","original"
22410,2018-06-07,"example.com","Experiment 1","variant"
22418,2018-06-04,"example.com/features","Experiment 1","variant"
22423,2018-06-21,"example.com","Experiment 1","variant"
22428,2018-06-04,"example.com","Experiment 1","variant"
22433,2018-06-18,"example.com","Experiment 1","original"
22439,2018-06-26,"example.com/features","Experiment 1","original"
22451,2018-06-26,"example.com/features","Experiment 1","variant"
22452,2018-06-17,"example.com","Experiment 1","variant"
22480,2018-07-02,"example.com","Experiment 1","original"
22484,2018-06-22,"example.com/features","Experiment 1","original"
22496,2018-06-26,"example.com","Experiment 1","original"
22497,2018-06-06,"example.com/features","Experiment 1","original"
22498,2018-06-15,"example.com","Experiment 1","original"
22508,2018-06-11,"example.com/features","Experiment 1","original"
22525,2018-06-22,"example.com/pricing","Experiment 1","original"
22548,2018-06-18,"example.com/features","Experiment 1","variant"
22550,2018-07-04,"example.com","Experiment 1","original"
22556,2018-06-17,"example.com/pricing","Experiment 1","original"
22580,2018-06-13,"example.com","Experiment 1","original"
22581,2018-06-29,"example.com/pricing","Experiment 1","original"
22599,2018-06-10,"example.com/features","Experiment 1","variant"
22600,2018-06-07,"example.com","Experiment 1","original"
22603,2018-07-02,"example.com/features","Experiment 1","variant"
22629,2018-06-08,"example.com","Experiment 1","variant"
22634,2018-06-11,"example.com","Experiment 1","variant"
22662,2018-06-28,"example.com/pricing","Experiment 1","variant"
22665,2018-06-08,"example.com/features","Experiment 1","variant"
22670,2018-06-06,"example.com","Experiment 1","variant"
22671,2018-06-10,"example.com/features","Experiment 1","original"
22673,2018-06-07,"example.com/pricing","Experiment 1","original"
22681,2018-06-13,"example.com/pricing","Experiment 1","variant"
22715,2018-07-01,"example.com","Experiment 1","original"
22717,2018-06-28,"example.com/pricing","Experiment 1","variant"
22736,2018-06-12,"example.com/features","Experiment 1","original"
22738,2018-06-16,"example.com/pricing","Experiment 1","variant"
22748,2018-07-01,"example.com/features","Experiment 1","original"
22759,2018-06-05,"example.com/pricing","Experiment 1","original"
22777,2018-06-09,"example.com","Experiment 1","original"
22784,2018-06-16,"example.com/pricing","Experiment 1","original"
22785,2018-06-29,"example.com","Experiment 1","original"
22789,2018-07-04,"example.com/pricing","Experiment 1","original"
22792,2018-06-18,"example.com","Experiment 1","original"
22795,2018-06-11,"example.com/pricing","Experiment 1","original"
22796,2018-06-18,"example.com/features","Experiment 1","original"
22825,2018-06-06,"example.com/features","Experiment 1","original"
22828,2018-07-04,"example.com","Experiment 1","variant"
22835,2018-06-17,"example.com/features","Experiment 1","original"
22845,2018-06-20,"example.com/features","Experiment 1","original"
22848,2018-06-05,"example.com/features","Experiment 1","original"
22864,2018-06-25,"example.com/features","Experiment 1","variant"
22876,2018-06-06,"example.com/features","Experiment 1","variant"
22879,2018-07-04,"example.com","Experiment 1","variant"
22885,2018-06-05,"example.com/features","Experiment 1","variant"
22897,2018-06-08,"example.com","Experiment 1","original"
22906,2018-06-05,"example.com/pricing","Experiment 1","variant"
22908,2018-06-08,"example.com","Experiment 1","variant"
22914,2018-06-09,"example.com","Experiment 1","original"
22915,2018-07-04,"example.com","Experiment 1","variant"
22920,2018-06-21,"example.com/pricing","Experiment 1","variant"
22941,2018-06-18,"example.com","Experiment 1","original"
22942,2018-06-19,"example.com","Experiment 1","variant"
22951,2018-06-25,"example.com","Experiment 1","variant"
22990,2018-06-18,"example.com/features","Experiment 1","variant"
23008,2018-06-12,"example.com/pricing","Experiment 1","original"
23014,2018-06-15,"example.com/features","Experiment 1","variant"
23016,2018-06-20,"example.com","Experiment 1","variant"
23018,2018-06-17,"example.com","Experiment 1","variant"
23022,2018-06-29,"example.com/features","Experiment 1","variant"
23040,2018-06-30,"example.com/features","Experiment 1","variant"
23041,2018-06-21,"example.com/features","Experiment 1","variant"
23044,2018-06-07,"example.com/features","Experiment 1","original"
23048,2018-07-03,"example.com","Experiment 1","original"
23077,2018-06-26,"example.com/features","Experiment 1","original"
23095,2018-06-21,"example.com/pricing","Experiment 1","original"
23111,2018-06-23,"example.com/features","Experiment 1","original"
23134,2018-06-25,"example.com","Experiment 1","original"
23136,2018-07-04,"example.com/features","Experiment 1","original"
23137,2018-06-30,"example.com","Experiment 1","original"
23139,2018-06-13,"example.com","Experiment 1","original"
23143,2018-06-30,"example.com","Experiment 1","original"
23147,2018-06-16,"example.com/features","Experiment 1","original"
23153,2018-06-23,"example.com/pricing","Experiment 1","variant"
23165,2018-06-28,"example.com/features","Experiment 1","original"
23182,2018-06-28,"example.com/pricing","Experiment 1","variant"
23186,2018-06-28,"example.com/features","Experiment 1","variant"
23198,2018-06-16,"example.com/features","Experiment 1","variant"
23199,2018-06-22,"example.com","Experiment 1","original"
23203,2018-06-20,"example.com","Experiment 1","original"
23217,2018-06-13,"example.com/features","Experiment 1","variant"
23222,2018-06-16,"example.com/pricing","Experiment 1","original"
23223,2018-06-05,"example.com/pricing","Experiment 1","variant"
23231,2018-06-13,"example.com/pricing","Experiment 1","variant"
23234,2018-07-02,"example.com/features","Experiment 1","variant"
23242,2018-06-13,"example.com","Experiment 1","variant"
23259,2018-06-10,"example.com/features","Experiment 1","original"
23270,2018-07-04,"example.com","Experiment 1","original"
23282,2018-06-17,"example.com/pricing","Experiment 1","original"
23297,2018-06-26,"example.com/pricing","Experiment 1","variant"
23300,2018-07-03,"example.com/pricing","Experiment 1","variant"
23301,2018-06-10,"example.com/pricing","Experiment 1","original"
23304,2018-07-04,"example.com","Experiment 1","original"
23314,2018-06-23,"example.com/pricing","Experiment 1","variant"
23316,2018-06-11,"example.com","Experiment 1","original"
23317,2018-07-02,"example.com/pricing","Experiment 1","variant"
23338,2018-06-28,"example.com/pricing","Experiment 1","variant"
23346,2018-06-12,"example.com","Experiment 1","variant"
23349,2018-06-05,"example.com","Experiment 1","variant"
23352,2018-06-22,"example.com","Experiment 1","variant"
23362,2018-06-23,"example.com/features","Experiment 1","variant"
23363,2018-06-30,"example.com","Experiment 1","original"
23369,2018-06-24,"example.com/features","Experiment 1","original"
23379,2018-06-23,"example.com/pricing","Experiment 1","variant"
23386,2018-07-01,"example.com","Experiment 1","variant"
23391,2018-06-13,"example.com","Experiment 1","variant"
23434,2018-06-04,"example.com/pricing","Experiment 1","original"
23462,2018-06-14,"example.com","Experiment 1","variant"
23467,2018-06-30,"example.com","Experiment 1","original"
23468,2018-06-24,"example.com/features","Experiment 1","variant"
23481,2018-07-02,"example.com/pricing","Experiment 1","original"
23484,2018-06-28,"example.com","Experiment 1","variant"
23492,2018-06-04,"example.com","Experiment 1","original"
23497,2018-06-05,"example.com","Experiment 1","variant"
23502,2018-06-10,"example.com/features","Experiment 1","original"
23512,2018-06-17,"example.com","Experiment 1","original"
23521,2018-06-28,"example.com","Experiment 1","variant"
23536,2018-06-14,"example.com","Experiment 1","variant"
23538,2018-06-27,"example.com","Experiment 1","original"
23542,2018-06-22,"example.com","Experiment 1","original"
23556,2018-06-11,"example.com","Experiment 1","original"
23561,2018-06-19,"example.com/features","Experiment 1","original"
23562,2018-06-21,"example.com","Experiment 1","original"
23563,2018-06-22,"example.com","Experiment 1","variant"
23577,2018-06-22,"example.com","Experiment 1","variant"
23597,2018-06-11,"example.com/pricing","Experiment 1","variant"
23600,2018-06-20,"example.com/features","Experiment 1","variant"
23615,2018-06-07,"example.com/features","Experiment 1","variant"
23618,2018-06-14,"example.com","Experiment 1","variant"
23619,2018-06-28,"example.com/features","Experiment 1","original"
23630,2018-07-03,"example.com","Experiment 1","original"
23640,2018-06-10,"example.com/pricing","Experiment 1","variant"
23645,2018-06-19,"example.com/pricing","Experiment 1","variant"
23656,2018-06-04,"example.com","Experiment 1","variant"
23670,2018-06-17,"example.com","Experiment 1","variant"
23684,2018-06-26,"example.com","Experiment 1","variant"
23696,2018-06-04,"example.com/features","Experiment 1","variant"
23724,2018-07-04,"example.com/features","Experiment 1","variant"
23730,2018-06-25,"example.com","Experiment 1","variant"
23731,2018-06-08,"example.com","Experiment 1","original"
23741,2018-06-15,"example.com/pricing","Experiment 1","original"
23742,2018-06-09,"example.com/features","Experiment 1","variant"
23748,2018-07-03,"example.com","Experiment 1","variant"
23758,2018-06-08,"example.com","Experiment 1","variant"
23762,2018-06-07,"example.com","Experiment 1","variant"
23763,2018-06-18,"example.com/pricing","Experiment 1","variant"
23766,2018-06-28,"example.com/pricing","Experiment 1","original"
23767,2018-06-14,"example.com/features","Experiment 1","variant"
23777,2018-06-11,"example.com/pricing","Experiment 1","variant"
23786,2018-06-22,"example.com","Experiment 1","variant"
23790,2018-06-30,"example.com","Experiment 1","variant"
23791,2018-06-04,"example.com/pricing","Experiment 1","variant"
23828,2018-07-04,"example.com","Experiment 1","original"
23857,2018-06-27,"example.com/pricing","Experiment 1","original"
23860,2018-06-17,"example.com/pricing","Experiment 1","original"
23863,2018-06-04,"example.com/pricing","Experiment 1","variant"
23890,2018-06-23,"example.com","Experiment 1","original"
23893,2018-06-15,"example.com/pricing","Experiment 1","original"
23898,2018-06-11,"example.com","Experiment 1","original"
23904,2018-06-09,"example.com/pricing","Experiment 1","variant"
23915,2018-06-12,"example.com/features","Experiment 1","variant"
23930,2018-06-16,"example.com","Experiment 1","original"
23934,2018-06-04,"example.com","Experiment 1","original"
23941,2018-07-01,"example.com","Experiment 1","variant"
23957,2018-06-21,"example.com/pricing","Experiment 1","variant"
23961,2018-06-19,"example.com/features","Experiment 1","original"
23962,2018-06-30,"example.com","Experiment 1","variant"
23963,2018-06-06,"example.com/pricing","Experiment 1","original"
23982,2018-06-09,"example.com/features","Experiment 1","variant"
24042,2018-06-14,"example.com/pricing","Experiment 1","variant"
24047,2018-06-12,"example.com","Experiment 1","original"
24051,2018-06-20,"example.com/pricing","Experiment 1","original"
24066,2018-06-04,"example.com/pricing","Experiment 1","variant"
24070,2018-06-28,"example.com","Experiment 1","variant"
24072,2018-06-09,"example.com","Experiment 1","original"
24074,2018-06-09,"example.com/pricing","Experiment 1","variant"
24096,2018-06-18,"example.com","Experiment 1","original"
24110,2018-06-18,"example.com/pricing","Experiment 1","original"
24123,2018-06-05,"example.com","Experiment 1","variant"
24144,2018-06-06,"example.com/pricing","Experiment 1","original"
24148,2018-06-22,"example.com","Experiment 1","original"
24171,2018-07-01,"example.com/features","Experiment 1","original"
24191,2018-06-11,"example.com/features","Experiment 1","original"
24193,2018-06-04,"example.com/features","Experiment 1","variant"
24213,2018-06-17,"example.com/features","Experiment 1","original"
24221,2018-06-06,"example.com/pricing","Experiment 1","original"
24228,2018-06-30,"example.com","Experiment 1","variant"
24245,2018-06-12,"example.com/pricing","Experiment 1","variant"
24246,2018-07-03,"example.com","Experiment 1","original"
24247,2018-06-20,"example.com","Experiment 1","original"
24248,2018-06-28,"example.com","Experiment 1","original"
24251,2018-06-16,"example.com/features","Experiment 1","original"
24255,2018-06-20,"example.com/features","Experiment 1","variant"
24258,2018-06-22,"example.com","Experiment 1","variant"
24261,2018-06-19,"example.com","Experiment 1","variant"
24264,2018-06-07,"example.com","Experiment 1","variant"
24266,2018-06-10,"example.com","Experiment 1","original"
24278,2018-06-09,"example.com","Experiment 1","variant"
24288,2018-06-18,"example.com","Experiment 1","variant"
24294,2018-06-06,"example.com","Experiment 1","variant"
24295,2018-06-30,"example.com/pricing","Experiment 1","original"
24297,2018-06-04,"example.com/features","Experiment 1","original"
24315,2018-06-10,"example.com/pricing","Experiment 1","original"
24320,2018-06-10,"example.com/pricing","Experiment 1","original"
24321,2018-06-12,"example.com/pricing","Experiment 1","variant"
24342,2018-06-09,"example.com/pricing","Experiment 1","original"
24344,2018-06-26,"example.com/features","Experiment 1","original"
24355,2018-06-23,"example.com","Experiment 1","variant"
24357,2018-06-20,"example.com","Experiment 1","variant"
24378,2018-06-20,"example.com/features","Experiment 1","original"
24394,2018-06-14,"example.com/pricing","Experiment 1","original"
24412,2018-06-09,"example.com/pricing","Experiment 1","original"
24430,2018-06-08,"example.com","Experiment 1","variant"
24435,2018-07-01,"example.com","Experiment 1","variant"
24485,2018-06-26,"example.com/features","Experiment 1","variant"
24495,2018-06-18,"example.com/pricing","Experiment 1","original"
24528,2018-06-19,"example.com/features","Experiment 1","variant"
24533,2018-06-26,"example.com","Experiment 1","original"
24538,2018-06-27,"example.com","Experiment 1","variant"
24550,2018-06-24,"example.com","Experiment 1","original"
24564,2018-06-07,"example.com","Experiment 1","variant"
24575,2018-06-30,"example.com/features","Experiment 1","variant"
24581,2018-06-26,"example.com/pricing","Experiment 1","variant"
24602,2018-06-05,"example.com/features","Experiment 1","original"
24603,2018-06-17,"example.com/pricing","Experiment 1","original"
24610,2018-06-10,"example.com","Experiment 1","variant"
24611,2018-06-25,"example.com","Experiment 1","original"
24645,2018-06-25,"example.com/features","Experiment 1","original"
24671,2018-06-06,"example.com","Experiment 1","original"
24675,2018-06-04,"example.com","Experiment 1","variant"
24703,2018-06-09,"example.com/pricing","Experiment 1","variant"
24711,2018-06-04,"example.com/features","Experiment 1","original"
24724,2018-06-26,"example.com","Experiment 1","original"
24727,2018-06-10,"example.com/features","Experiment 1","original"
24737,2018-06-10,"example.com/pricing","Experiment 1","original"
24755,2018-06-18,"example.com/features","Experiment 1","original"
24759,2018-06-08,"example.com/pricing","Experiment 1","variant"
24766,2018-06-04,"example.com/pricing","Experiment 1","original"
24778,2018-06-06,"example.com","Experiment 1","original"
24779,2018-06-06,"example.com","Experiment 1","original"
24780,2018-06-27,"example.com","Experiment 1","variant"
24781,2018-06-22,"example.com/features","Experiment 1","original"
24787,2018-06-16,"example.com","Experiment 1","original"
24788,2018-06-18,"example.com/pricing","Experiment 1","variant"
24810,2018-06-30,"example.com/features","Experiment 1","original"
24818,2018-06-08,"example.com/pricing","Experiment 1","original"
24825,2018-07-03,"example.com/pricing","Experiment 1","original"
24826,2018-06-17,"example.com/pricing","Experiment 1","original"
24861,2018-06-18,"example.com","Experiment 1","original"
24892,2018-06-09,"example.com/features","Experiment 1","original"
24906,2018-06-26,"example.com/features","Experiment 1","original"
24907,2018-06-23,"example.com/features","Experiment 1","variant"
24922,2018-07-02,"example.com/pricing","Experiment 1","original"
24954,2018-06-22,"example.com","Experiment 1","original"
24961,2018-06-05,"example.com/pricing","Experiment 1","variant"
24976,2018-06-28,"example.com","Experiment 1","original"
25022,2018-06-04,"example.com/pricing","Experiment 1","original"
25032,2018-06-13,"example.com","Experiment 1","variant"
25048,2018-06-08,"example.com/pricing","Experiment 1","variant"
25053,2018-06-04,"example.com","Experiment 1","variant"
25062,2018-06-15,"example.com","Experiment 1","original"
25076,2018-06-08,"example.com/pricing","Experiment 1","variant"
25117,2018-06-25,"example.com","Experiment 1","original"
25133,2018-06-13,"example.com/features","Experiment 1","original"
25139,2018-06-08,"example.com","Experiment 1","original"
25150,2018-06-06,"example.com","Experiment 1","original"
25166,2018-06-28,"example.com/pricing","Experiment 1","original"
25207,2018-07-04,"example.com/features","Experiment 1","variant"
25211,2018-06-28,"example.com/features","Experiment 1","variant"
25223,2018-06-25,"example.com","Experiment 1","original"
25224,2018-06-22,"example.com","Experiment 1","original"
25227,2018-06-25,"example.com","Experiment 1","variant"
25236,2018-06-26,"example.com/features","Experiment 1","original"
25242,2018-06-05,"example.com/features","Experiment 1","variant"
25252,2018-07-01,"example.com/pricing","Experiment 1","original"
25279,2018-06-27,"example.com/pricing","Experiment 1","variant"
25297,2018-06-06,"example.com","Experiment 1","variant"
25301,2018-06-06,"example.com/pricing","Experiment 1","variant"
25319,2018-07-04,"example.com/pricing","Experiment 1","original"
25350,2018-06-30,"example.com/pricing","Experiment 1","original"
25368,2018-06-26,"example.com/features","Experiment 1","original"
25369,2018-06-11,"example.com","Experiment 1","original"
25370,2018-06-20,"example.com/features","Experiment 1","variant"
25373,2018-06-17,"example.com","Experiment 1","original"
25378,2018-06-13,"example.com","Experiment 1","variant"
25402,2018-06-26,"example.com/features","Experiment 1","original"
25411,2018-06-12,"example.com/features","Experiment 1","variant"
25425,2018-06-11,"example.com/pricing","Experiment 1","variant"
25428,2018-06-04,"example.com/features","Experiment 1","original"
25441,2018-06-27,"example.com/features","Experiment 1","variant"
25446,2018-06-15,"example.com","Experiment 1","original"
25449,2018-06-19,"example.com/features","Experiment 1","original"
