"user_id","experiment_id","variation","first_joined_experiment","path"
14456,"Experiment 1","variant",2018-06-04,"example.com"
14467,"Experiment 1","variant",2018-06-19,"example.com/pricing"
14468,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
14471,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
14472,"Experiment 1","original",2018-06-27,"example.com/features"
14472,"Experiment 2","A",2018-06-27,"example.com/features"
14476,"Experiment 1","original",2018-06-15,"example.com/features"
14484,"Experiment 1","original",2018-06-28,"example.com"
14490,"Experiment 1","original",2018-07-04,"example.com"
14494,"Experiment 1","variant",2018-06-11,"example.com"
14495,"Experiment 1","variant",2018-07-04,"example.com/features"
14495,"Experiment 2","B",2018-07-04,"example.com/features"
14503,"Experiment 1","original",2018-06-14,"example.com"
14509,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
14527,"Experiment Sim Currently Running","A",2019-02-02,"example.com"
14531,"Experiment 1","original",2018-06-21,"example.com/pricing"
14535,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
14542,"Experiment 1","variant",2018-07-03,"example.com"
14551,"Experiment 1","variant",2018-06-06,"example.com"
14552,"Experiment 1","variant",2018-06-06,"example.com"
14554,"Experiment 2","B",2018-07-08,"example.com/features"
14561,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
14568,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
14576,"Experiment 1","original",2018-07-01,"example.com"
14576,"Experiment 2","A",2018-07-04,"example.com/features"
14577,"Experiment 1","variant",2018-07-02,"example.com/pricing"
14579,"Experiment 1","variant",2018-06-12,"example.com/features"
14603,"Experiment 1","variant",2018-06-23,"example.com/features"
14603,"Experiment 2","B",2018-06-23,"example.com/features"
14607,"Experiment 1","variant",2018-06-14,"example.com/pricing"
14611,"Experiment 1","original",2018-06-04,"example.com/pricing"
14614,"Experiment 2","B",2018-07-16,"example.com/features"
14617,"Experiment 1","original",2018-06-20,"example.com"
14619,"Experiment 1","original",2018-06-22,"example.com/features"
14619,"Experiment 2","A",2018-06-22,"example.com/features"
14630,"Experiment Sim Currently Running","A",2019-01-27,"example.com"
14649,"Experiment 1","variant",2018-06-26,"example.com/features"
14649,"Experiment 2","B",2018-06-26,"example.com/features"
14656,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
14658,"Experiment 1","variant",2018-06-27,"example.com/features"
14658,"Experiment 2","B",2018-06-27,"example.com/features"
14659,"Experiment 2","B",2018-07-10,"example.com/features"
14665,"Experiment 1","original",2018-06-17,"example.com/pricing"
14669,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
14670,"Experiment 1","variant",2018-06-28,"example.com/pricing"
14678,"Experiment 1","original",2018-06-05,"example.com"
14687,"Experiment 1","original",2018-06-07,"example.com"
14693,"Experiment 2","B",2018-07-11,"example.com/features"
14701,"Experiment 2","A",2018-07-11,"example.com/features"
14705,"Experiment 1","original",2018-06-29,"example.com"
14705,"Experiment 2","A",2018-07-03,"example.com/features"
14710,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
14721,"Experiment Sim Currently Running","B",2019-02-02,"example.com"
14722,"Experiment 1","original",2018-06-04,"example.com"
14732,"Experiment 1","original",2018-07-01,"example.com/pricing"
14737,"Experiment 1","original",2018-06-26,"example.com/pricing"
14737,"Experiment 2","A",2018-06-29,"example.com/features"
14740,"Experiment 2","A",2018-07-10,"example.com/features"
14744,"Experiment 1","original",2018-06-19,"example.com/pricing"
14757,"Experiment 1","original",2018-06-11,"example.com"
14760,"Experiment 1","original",2018-06-12,"example.com"
14761,"Experiment 1","variant",2018-06-07,"example.com"
14768,"Experiment 1","variant",2018-06-18,"example.com"
14771,"Experiment 1","original",2018-06-19,"example.com/pricing"
14780,"Experiment 1","variant",2018-06-15,"example.com/features"
14790,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
14795,"Experiment 1","variant",2018-06-04,"example.com"
14798,"Experiment 1","original",2018-06-08,"example.com"
14801,"Experiment 1","original",2018-06-07,"example.com/features"
14804,"Experiment 2","B",2018-07-14,"example.com/features"
14809,"Experiment 1","original",2018-06-25,"example.com"
14810,"Experiment 1","original",2018-06-21,"example.com"
14818,"Experiment 1","variant",2018-06-12,"example.com"
14836,"Experiment 2","A",2018-07-18,"example.com/features"
14837,"Experiment 1","original",2018-06-26,"example.com"
14852,"Experiment 1","variant",2018-06-19,"example.com/pricing"
14852,"Experiment 2","B",2018-06-25,"example.com/features"
14855,"Experiment 1","original",2018-06-07,"example.com/features"
14856,"Experiment 2","B",2018-07-15,"example.com/features"
14867,"Experiment 2","B",2018-07-05,"example.com/features"
14873,"Experiment 1","original",2018-06-28,"example.com"
14873,"Experiment 2","A",2018-07-02,"example.com/features"
14885,"Experiment 2","A",2018-07-16,"example.com/features"
14886,"Experiment 1","original",2018-06-29,"example.com/pricing"
14887,"Experiment 1","original",2018-07-02,"example.com"
14887,"Experiment 2","A",2018-07-04,"example.com/features"
14891,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
14912,"Experiment 1","original",2018-06-12,"example.com"
14916,"Experiment 2","B",2018-07-05,"example.com/features"
14923,"Experiment 1","original",2018-06-16,"example.com/pricing"
14926,"Experiment 1","original",2018-06-10,"example.com/features"
14930,"Experiment 1","variant",2018-06-27,"example.com/pricing"
14933,"Experiment 1","original",2018-06-09,"example.com/features"
14934,"Experiment 1","original",2018-06-14,"example.com/features"
14935,"Experiment 1","variant",2018-07-04,"example.com/features"
14935,"Experiment 2","B",2018-07-04,"example.com/features"
14938,"Experiment 1","variant",2018-07-04,"example.com"
14944,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
14945,"Experiment 1","original",2018-06-23,"example.com/features"
14945,"Experiment 2","A",2018-06-23,"example.com/features"
14947,"Experiment 1","variant",2018-06-28,"example.com/pricing"
14952,"Experiment 1","original",2018-06-15,"example.com/pricing"
14955,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
14962,"Experiment Sim Currently Running","B",2019-01-28,"example.com"
14980,"Experiment 1","variant",2018-06-12,"example.com"
14980,"Experiment 2","B",2018-06-20,"example.com/features"
14981,"Experiment 1","variant",2018-06-06,"example.com"
14989,"Experiment 1","variant",2018-06-13,"example.com/features"
14993,"Experiment 1","original",2018-06-12,"example.com/pricing"
15000,"Experiment 1","variant",2018-07-01,"example.com"
15003,"Experiment 1","original",2018-06-18,"example.com"
15017,"Experiment 1","original",2018-06-06,"example.com"
15028,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
15029,"Experiment 1","original",2018-06-10,"example.com"
15041,"Experiment 2","B",2018-07-12,"example.com/features"
15042,"Experiment 1","original",2018-06-13,"example.com"
15047,"Experiment 1","original",2018-06-05,"example.com/features"
15048,"Experiment 1","variant",2018-06-18,"example.com/features"
15057,"Experiment 1","variant",2018-06-10,"example.com"
15063,"Experiment 1","original",2018-06-12,"example.com"
15064,"Experiment 1","variant",2018-06-16,"example.com/features"
15083,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
15088,"Experiment 1","variant",2018-06-17,"example.com"
15089,"Experiment 1","original",2018-06-05,"example.com/features"
15099,"Experiment 1","variant",2018-06-15,"example.com/pricing"
15099,"Experiment 2","B",2018-06-22,"example.com/features"
15102,"Experiment 1","original",2018-06-17,"example.com"
15104,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
15111,"Experiment 1","original",2018-07-03,"example.com"
15122,"Experiment 1","variant",2018-06-07,"example.com/pricing"
15131,"Experiment 1","original",2018-06-04,"example.com"
15139,"Experiment 1","variant",2018-07-04,"example.com/pricing"
15141,"Experiment 1","original",2018-06-12,"example.com/features"
15145,"Experiment 1","variant",2018-06-19,"example.com"
15152,"Experiment 2","A",2018-07-18,"example.com/features"
15174,"Experiment 1","variant",2018-06-05,"example.com"
15185,"Experiment 1","variant",2018-06-25,"example.com"
15199,"Experiment 1","variant",2018-06-11,"example.com"
15214,"Experiment 1","original",2018-06-23,"example.com/pricing"
15216,"Experiment 1","variant",2018-06-12,"example.com/pricing"
15216,"Experiment 2","B",2018-06-19,"example.com/features"
15241,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
15258,"Experiment 1","original",2018-06-27,"example.com/pricing"
15270,"Experiment 1","original",2018-06-13,"example.com"
15271,"Experiment 1","original",2018-06-25,"example.com"
15272,"Experiment 1","variant",2018-06-18,"example.com"
15272,"Experiment 2","B",2018-06-27,"example.com/features"
15284,"Experiment Sim Currently Running","A",2019-01-29,"example.com"
15296,"Experiment 1","original",2018-07-01,"example.com/features"
15296,"Experiment 2","A",2018-07-01,"example.com/features"
15300,"Experiment 1","original",2018-06-25,"example.com"
15302,"Experiment 1","variant",2018-06-08,"example.com"
15324,"Experiment 1","original",2018-06-13,"example.com"
15331,"Experiment 1","variant",2018-06-05,"example.com/pricing"
15334,"Experiment 2","A",2018-07-15,"example.com/features"
15337,"Experiment 1","original",2018-06-27,"example.com"
15337,"Experiment 2","A",2018-06-30,"example.com/features"
15341,"Experiment 2","A",2018-07-16,"example.com/features"
15344,"Experiment 1","original",2018-06-13,"example.com/features"
15349,"Experiment 1","original",2018-06-20,"example.com/features"
15349,"Experiment 2","A",2018-06-20,"example.com/features"
15354,"Experiment 1","original",2018-06-20,"example.com/features"
15354,"Experiment 2","A",2018-06-20,"example.com/features"
15358,"Experiment 1","original",2018-06-07,"example.com/features"
15359,"Experiment 1","original",2018-06-18,"example.com/features"
15384,"Experiment 1","variant",2018-06-10,"example.com"
15396,"Experiment 1","variant",2018-06-07,"example.com"
15406,"Experiment 1","original",2018-06-28,"example.com/features"
15406,"Experiment 2","A",2018-06-28,"example.com/features"
15407,"Experiment 1","original",2018-06-14,"example.com/features"
15412,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
15418,"Experiment 1","variant",2018-06-11,"example.com"
15426,"Experiment 1","original",2018-07-01,"example.com"
15432,"Experiment 1","variant",2018-07-03,"example.com/pricing"
15435,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
15436,"Experiment 1","original",2018-06-05,"example.com"
15446,"Experiment 2","A",2018-07-15,"example.com/features"
15447,"Experiment 1","variant",2018-06-22,"example.com"
15448,"Experiment 2","A",2018-07-16,"example.com/features"
15449,"Experiment 2","A",2018-07-12,"example.com/features"
15452,"Experiment 1","original",2018-06-17,"example.com/pricing"
15452,"Experiment 2","A",2018-06-20,"example.com/features"
15473,"Experiment 1","variant",2018-06-26,"example.com"
15475,"Experiment 1","variant",2018-06-20,"example.com/features"
15475,"Experiment 2","B",2018-06-20,"example.com/features"
15483,"Experiment 1","original",2018-06-17,"example.com"
15483,"Experiment 2","A",2018-06-22,"example.com/features"
15488,"Experiment 1","variant",2018-06-06,"example.com"
15510,"Experiment 1","variant",2018-06-12,"example.com"
15523,"Experiment 1","variant",2018-06-18,"example.com/pricing"
15547,"Experiment 1","variant",2018-06-13,"example.com"
15577,"Experiment 1","original",2018-06-29,"example.com"
15579,"Experiment 1","variant",2018-06-07,"example.com"
15584,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
15589,"Experiment 1","original",2018-06-19,"example.com/features"
15589,"Experiment 2","A",2018-06-19,"example.com/features"
15590,"Experiment 1","variant",2018-06-13,"example.com"
15610,"Experiment 1","variant",2018-07-03,"example.com"
15611,"Experiment 1","variant",2018-06-09,"example.com/features"
15627,"Experiment 1","original",2018-06-28,"example.com/pricing"
15630,"Experiment 1","original",2018-06-20,"example.com/pricing"
15630,"Experiment 2","A",2018-06-24,"example.com/features"
15636,"Experiment 1","variant",2018-06-10,"example.com"
15640,"Experiment 1","variant",2018-07-02,"example.com/pricing"
15653,"Experiment Sim Currently Running","B",2019-01-28,"example.com"
15662,"Experiment 1","original",2018-06-22,"example.com/pricing"
15667,"Experiment 1","original",2018-06-04,"example.com/features"
15676,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
15681,"Experiment 1","variant",2018-06-16,"example.com/pricing"
15681,"Experiment 2","B",2018-06-28,"example.com/features"
15694,"Experiment 2","B",2018-07-11,"example.com/features"
15701,"Experiment 1","variant",2018-06-04,"example.com"
15704,"Experiment 1","variant",2018-06-20,"example.com"
15708,"Experiment 1","variant",2018-06-08,"example.com"
15709,"Experiment 1","original",2018-06-11,"example.com/pricing"
15715,"Experiment 1","original",2018-06-10,"example.com/pricing"
15716,"Experiment Sim Currently Running","B",2019-02-01,"example.com"
15719,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
15723,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
15733,"Experiment 1","variant",2018-06-28,"example.com"
15738,"Experiment 1","variant",2018-06-21,"example.com"
15750,"Experiment 1","original",2018-06-27,"example.com/features"
15750,"Experiment 2","A",2018-06-27,"example.com/features"
15763,"Experiment 1","original",2018-06-24,"example.com/features"
15763,"Experiment 2","A",2018-06-24,"example.com/features"
15767,"Experiment 1","original",2018-07-04,"example.com/features"
15767,"Experiment 2","A",2018-07-04,"example.com/features"
15770,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
15778,"Experiment 1","original",2018-06-15,"example.com"
15789,"Experiment 1","original",2018-06-06,"example.com"
15797,"Experiment 1","original",2018-06-23,"example.com/pricing"
15803,"Experiment 1","original",2018-07-02,"example.com"
15806,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
15807,"Experiment 1","variant",2018-06-04,"example.com"
15808,"Experiment 2","B",2018-07-15,"example.com/features"
15825,"Experiment 1","variant",2018-06-16,"example.com/features"
15841,"Experiment 1","original",2018-06-26,"example.com"
15841,"Experiment 2","A",2018-07-05,"example.com/features"
15846,"Experiment 1","variant",2018-06-06,"example.com/pricing"
15857,"Experiment 2","A",2018-07-19,"example.com/features"
15873,"Experiment 1","original",2018-07-03,"example.com"
15876,"Experiment 1","variant",2018-07-01,"example.com"
15898,"Experiment 2","B",2018-07-18,"example.com/features"
15899,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
15901,"Experiment 1","variant",2018-06-06,"example.com/features"
15906,"Experiment 1","variant",2018-06-21,"example.com"
15906,"Experiment 2","B",2018-06-25,"example.com/features"
15914,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
15925,"Experiment 1","original",2018-06-05,"example.com"
15935,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
15937,"Experiment 1","original",2018-06-09,"example.com/features"
15938,"Experiment 1","variant",2018-06-04,"example.com/features"
15945,"Experiment Sim Currently Running","A",2019-01-26,"example.com"
15971,"Experiment 1","original",2018-06-15,"example.com"
15975,"Experiment 1","original",2018-06-18,"example.com/pricing"
15978,"Experiment 1","variant",2018-06-19,"example.com"
15979,"Experiment 1","variant",2018-06-23,"example.com/features"
15979,"Experiment 2","B",2018-06-23,"example.com/features"
16008,"Experiment 1","original",2018-06-06,"example.com"
16015,"Experiment 1","variant",2018-06-30,"example.com"
16024,"Experiment 1","original",2018-06-08,"example.com/features"
16046,"Experiment 1","original",2018-06-22,"example.com"
16048,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
16059,"Experiment 1","variant",2018-06-30,"example.com/features"
16059,"Experiment 2","B",2018-06-30,"example.com/features"
16067,"Experiment 1","original",2018-06-13,"example.com"
16069,"Experiment 1","variant",2018-06-29,"example.com/features"
16069,"Experiment 2","B",2018-06-29,"example.com/features"
16071,"Experiment 1","variant",2018-06-18,"example.com/pricing"
16087,"Experiment 1","variant",2018-06-13,"example.com"
16091,"Experiment 1","original",2018-06-25,"example.com"
16091,"Experiment 2","A",2018-06-27,"example.com/features"
16099,"Experiment 1","original",2018-06-15,"example.com/features"
16101,"Experiment 1","original",2018-06-05,"example.com"
16105,"Experiment 2","B",2018-07-15,"example.com/features"
16106,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
16111,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
16112,"Experiment Sim Currently Running","B",2019-01-28,"example.com"
16119,"Experiment 1","original",2018-06-11,"example.com"
16122,"Experiment 1","variant",2018-06-26,"example.com/features"
16122,"Experiment 2","B",2018-06-26,"example.com/features"
16125,"Experiment 1","original",2018-06-14,"example.com/features"
16127,"Experiment 1","variant",2018-06-10,"example.com"
16138,"Experiment 1","original",2018-06-24,"example.com"
16144,"Experiment 1","variant",2018-06-04,"example.com/pricing"
16150,"Experiment 1","variant",2018-06-28,"example.com"
16153,"Experiment 2","B",2018-07-18,"example.com/features"
16159,"Experiment 1","original",2018-06-14,"example.com"
16160,"Experiment 2","B",2018-07-15,"example.com/features"
16166,"Experiment 1","variant",2018-06-24,"example.com/pricing"
16173,"Experiment 1","original",2018-06-04,"example.com"
16182,"Experiment 1","variant",2018-06-28,"example.com/features"
16182,"Experiment 2","B",2018-06-28,"example.com/features"
16183,"Experiment 1","variant",2018-06-25,"example.com"
16196,"Experiment 1","variant",2018-06-17,"example.com/features"
16209,"Experiment 1","variant",2018-06-05,"example.com/pricing"
16216,"Experiment 1","original",2018-06-23,"example.com/pricing"
16238,"Experiment 2","A",2018-07-05,"example.com/features"
16241,"Experiment 1","original",2018-06-21,"example.com/features"
16241,"Experiment 2","A",2018-06-21,"example.com/features"
16244,"Experiment 1","variant",2018-07-04,"example.com/features"
16244,"Experiment 2","B",2018-07-04,"example.com/features"
16246,"Experiment 1","original",2018-06-05,"example.com"
16250,"Experiment 1","original",2018-06-16,"example.com/features"
16282,"Experiment 2","A",2018-07-10,"example.com/features"
16285,"Experiment 1","variant",2018-06-22,"example.com/pricing"
16294,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
16304,"Experiment Sim Currently Running","B",2019-01-30,"example.com"
16305,"Experiment 1","original",2018-06-04,"example.com"
16310,"Experiment Sim Currently Running","A",2019-01-26,"example.com"
16314,"Experiment 1","original",2018-06-04,"example.com"
16316,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
16321,"Experiment 2","B",2018-07-11,"example.com/features"
16323,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
16327,"Experiment 1","original",2018-06-21,"example.com"
16327,"Experiment 2","A",2018-06-24,"example.com/features"
16328,"Experiment 1","variant",2018-06-28,"example.com/features"
16328,"Experiment 2","B",2018-06-28,"example.com/features"
16335,"Experiment 1","variant",2018-06-21,"example.com/pricing"
16344,"Experiment 1","variant",2018-06-09,"example.com"
16353,"Experiment 1","original",2018-06-09,"example.com"
16354,"Experiment 2","A",2018-07-17,"example.com/features"
16361,"Experiment 1","variant",2018-06-25,"example.com"
16361,"Experiment 2","B",2018-07-02,"example.com/features"
16369,"Experiment 1","variant",2018-06-22,"example.com"
16370,"Experiment 1","variant",2018-06-08,"example.com/pricing"
16372,"Experiment 1","variant",2018-07-02,"example.com"
16372,"Experiment 2","B",2018-07-11,"example.com/features"
16393,"Experiment 1","original",2018-06-20,"example.com/features"
16393,"Experiment 2","A",2018-06-20,"example.com/features"
16395,"Experiment 2","B",2018-07-14,"example.com/features"
16398,"Experiment 1","variant",2018-06-07,"example.com"
16402,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
16413,"Experiment 1","variant",2018-06-27,"example.com/pricing"
16443,"Experiment 2","A",2018-07-12,"example.com/features"
16464,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
16469,"Experiment 1","variant",2018-06-07,"example.com/pricing"
16486,"Experiment 1","variant",2018-06-25,"example.com"
16486,"Experiment 2","B",2018-07-06,"example.com/features"
16490,"Experiment 1","variant",2018-06-27,"example.com/features"
16490,"Experiment 2","B",2018-06-27,"example.com/features"
16495,"Experiment 1","variant",2018-06-19,"example.com"
16495,"Experiment 2","B",2018-06-24,"example.com/features"
16500,"Experiment 2","B",2018-07-07,"example.com/features"
16503,"Experiment 1","variant",2018-06-30,"example.com/pricing"
16510,"Experiment 1","original",2018-06-29,"example.com"
16514,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
16524,"Experiment 1","variant",2018-06-20,"example.com/pricing"
16532,"Experiment 1","variant",2018-06-26,"example.com/features"
16532,"Experiment 2","B",2018-06-26,"example.com/features"
16536,"Experiment 2","A",2018-07-14,"example.com/features"
16546,"Experiment 1","original",2018-06-17,"example.com"
16547,"Experiment 2","A",2018-07-18,"example.com/features"
16563,"Experiment Sim Currently Running","B",2019-01-24,"example.com"
16575,"Experiment 1","variant",2018-06-04,"example.com"
16589,"Experiment 1","original",2018-06-26,"example.com/features"
16589,"Experiment 2","A",2018-06-26,"example.com/features"
16610,"Experiment 1","original",2018-06-26,"example.com"
16624,"Experiment 1","original",2018-06-25,"example.com"
16636,"Experiment 1","variant",2018-06-06,"example.com"
16646,"Experiment 1","variant",2018-07-03,"example.com/features"
16646,"Experiment 2","B",2018-07-03,"example.com/features"
16650,"Experiment 1","variant",2018-07-04,"example.com"
16669,"Experiment 1","variant",2018-06-28,"example.com"
16673,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
16675,"Experiment 1","variant",2018-06-29,"example.com"
16681,"Experiment Sim Currently Running","A",2019-01-24,"example.com"
16682,"Experiment 1","variant",2018-06-10,"example.com"
16686,"Experiment 1","original",2018-06-27,"example.com/pricing"
16692,"Experiment 1","original",2018-06-20,"example.com"
16698,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
16704,"Experiment 1","variant",2018-07-02,"example.com"
16711,"Experiment 1","variant",2018-06-18,"example.com"
16713,"Experiment 1","variant",2018-07-03,"example.com/features"
16713,"Experiment 2","B",2018-07-03,"example.com/features"
16721,"Experiment 2","A",2018-07-18,"example.com/features"
16722,"Experiment 1","original",2018-06-23,"example.com"
16736,"Experiment 1","original",2018-06-15,"example.com"
16738,"Experiment 1","variant",2018-06-05,"example.com/features"
16751,"Experiment 1","variant",2018-06-23,"example.com/pricing"
16770,"Experiment 1","original",2018-06-20,"example.com/features"
16770,"Experiment 2","A",2018-06-20,"example.com/features"
16772,"Experiment 1","variant",2018-06-05,"example.com/pricing"
16773,"Experiment 1","variant",2018-06-29,"example.com"
16775,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
16777,"Experiment 1","variant",2018-07-03,"example.com"
16784,"Experiment 1","original",2018-06-21,"example.com"
16789,"Experiment 1","original",2018-07-03,"example.com/features"
16789,"Experiment 2","A",2018-07-03,"example.com/features"
16797,"Experiment 1","original",2018-06-13,"example.com/features"
16798,"Experiment 1","variant",2018-06-05,"example.com/features"
16800,"Experiment 1","variant",2018-07-01,"example.com"
16827,"Experiment 1","variant",2018-06-05,"example.com/pricing"
16831,"Experiment 1","variant",2018-07-01,"example.com"
16834,"Experiment 2","A",2018-07-10,"example.com/features"
16835,"Experiment 1","variant",2018-06-24,"example.com"
16838,"Experiment 1","variant",2018-06-28,"example.com"
16848,"Experiment 1","variant",2018-06-10,"example.com/pricing"
16856,"Experiment 1","original",2018-06-21,"example.com/features"
16856,"Experiment 2","A",2018-06-21,"example.com/features"
16857,"Experiment Sim Currently Running","B",2019-02-02,"example.com"
16865,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
16875,"Experiment 1","original",2018-06-24,"example.com/pricing"
16900,"Experiment 1","original",2018-06-23,"example.com/features"
16900,"Experiment 2","A",2018-06-23,"example.com/features"
16912,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
16919,"Experiment 1","original",2018-06-07,"example.com"
16940,"Experiment 1","original",2018-07-02,"example.com"
16953,"Experiment 1","original",2018-06-29,"example.com"
16963,"Experiment 1","variant",2018-06-18,"example.com"
16965,"Experiment 1","original",2018-06-23,"example.com"
16965,"Experiment 2","A",2018-06-27,"example.com/features"
16974,"Experiment Sim Currently Running","A",2019-01-26,"example.com"
16979,"Experiment 1","variant",2018-06-09,"example.com/pricing"
16980,"Experiment 1","variant",2018-06-14,"example.com"
16987,"Experiment 1","original",2018-06-23,"example.com/features"
16987,"Experiment 2","A",2018-06-23,"example.com/features"
16993,"Experiment 1","original",2018-06-26,"example.com/features"
16993,"Experiment 2","A",2018-06-26,"example.com/features"
17001,"Experiment Sim Currently Running","A",2019-01-25,"example.com"
17014,"Experiment 1","variant",2018-06-11,"example.com/features"
17025,"Experiment 1","original",2018-06-27,"example.com"
17037,"Experiment 2","A",2018-07-15,"example.com/features"
17041,"Experiment 1","variant",2018-06-24,"example.com"
17041,"Experiment 2","B",2018-06-28,"example.com/features"
17047,"Experiment 2","B",2018-07-18,"example.com/features"
17064,"Experiment 1","variant",2018-06-12,"example.com"
17064,"Experiment 2","B",2018-06-19,"example.com/features"
17067,"Experiment 1","variant",2018-06-24,"example.com/features"
17067,"Experiment 2","B",2018-06-24,"example.com/features"
17075,"Experiment 1","original",2018-06-10,"example.com"
17083,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
17098,"Experiment Sim Currently Running","A",2019-01-28,"example.com"
17099,"Experiment 1","original",2018-06-11,"example.com"
17112,"Experiment 1","variant",2018-06-26,"example.com"
17116,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
17148,"Experiment 1","variant",2018-06-16,"example.com"
17153,"Experiment 1","variant",2018-06-16,"example.com/pricing"
17163,"Experiment 1","original",2018-06-04,"example.com"
17166,"Experiment Sim Currently Running","B",2019-01-27,"example.com"
17167,"Experiment 1","original",2018-06-24,"example.com"
17167,"Experiment 2","A",2018-06-28,"example.com/features"
17169,"Experiment Sim Currently Running","B",2019-01-26,"example.com"
17178,"Experiment Sim Currently Running","A",2019-01-28,"example.com"
17180,"Experiment 1","original",2018-07-03,"example.com"
17180,"Experiment 2","A",2018-07-06,"example.com/features"
17194,"Experiment 1","original",2018-06-17,"example.com/pricing"
17202,"Experiment Sim Currently Running","B",2019-01-29,"example.com"
17203,"Experiment 1","variant",2018-06-28,"example.com"
17212,"Experiment 2","B",2018-07-14,"example.com/features"
17215,"Experiment Sim Currently Running","B",2019-01-25,"example.com"
17216,"Experiment 1","variant",2018-07-03,"example.com"
17216,"Experiment 2","B",2018-07-13,"example.com/features"
17227,"Experiment 1","original",2018-06-18,"example.com"
17228,"Experiment 1","original",2018-06-14,"example.com"
17238,"Experiment 1","variant",2018-06-18,"example.com"
17267,"Experiment 1","original",2018-06-15,"example.com"
17267,"Experiment 2","A",2018-06-19,"example.com/features"
17270,"Experiment 1","original",2018-07-01,"example.com/features"
17270,"Experiment 2","A",2018-07-01,"example.com/features"
17279,"Experiment 1","original",2018-06-20,"example.com"
17284,"Experiment 1","variant",2018-06-16,"example.com"
17297,"Experiment 2","B",2018-07-17,"example.com/features"
17298,"Experiment 1","original",2018-06-21,"example.com/features"
17298,"Experiment 2","A",2018-06-21,"example.com/features"
17302,"Experiment Sim Currently Running","B",2019-02-04,"example.com"
17328,"Experiment 1","original",2018-06-30,"example.com/pricing"
17329,"Experiment 1","variant",2018-06-04,"example.com"
17350,"Experiment 1","original",2018-06-17,"example.com"
17373,"Experiment 1","variant",2018-06-18,"example.com"
17373,"Experiment 2","B",2018-06-25,"example.com/features"
17374,"Experiment 1","variant",2018-07-04,"example.com"
17384,"Experiment Sim Currently Running","B",2019-01-30,"example.com"
17387,"Experiment 1","original",2018-06-26,"example.com"
17388,"Experiment 1","original",2018-06-27,"example.com/features"
17388,"Experiment 2","A",2018-06-27,"example.com/features"
17400,"Experiment Sim Currently Running","B",2019-02-04,"example.com"
17402,"Experiment 1","variant",2018-06-18,"example.com/pricing"
17406,"Experiment 1","variant",2018-06-28,"example.com/pricing"
17417,"Experiment 1","original",2018-06-25,"example.com"
17419,"Experiment 1","variant",2018-06-05,"example.com"
17428,"Experiment 1","variant",2018-06-12,"example.com"
17433,"Experiment 2","B",2018-07-18,"example.com/features"
17449,"Experiment 2","A",2018-07-11,"example.com/features"
17451,"Experiment 2","A",2018-07-15,"example.com/features"
17453,"Experiment 1","original",2018-06-07,"example.com"
17464,"Experiment 1","original",2018-06-21,"example.com/features"
17464,"Experiment 2","A",2018-06-21,"example.com/features"
17465,"Experiment 1","variant",2018-06-27,"example.com"
17466,"Experiment 1","original",2018-06-23,"example.com/features"
17466,"Experiment 2","A",2018-06-23,"example.com/features"
