"user_id","metric_id","conversion_date"
5132,"Talk to Sales",2019-01-15
5132,"Pay/Subscribe",2019-01-17
5142,"Sign Up",2018-11-04
5142,"Use Feature 1",2018-11-07
5142,"Pay/Subscribe",2018-11-08
5142,"Talk to Sales",2018-11-10
5144,"Sign Up",2018-09-09
5148,"Use Feature 1",2018-07-16
5148,"Sign Up",2018-07-17
5148,"Talk to Sales",2018-07-20
5148,"Pay/Subscribe",2018-07-25
5151,"Sign Up",2018-10-18
5167,"Use Feature 1",2019-01-19
5167,"Sign Up",2019-01-21
5169,"Sign Up",2018-11-26
5171,"Sign Up",2018-04-11
5171,"Use Feature 1",2018-04-13
5171,"Talk to Sales",2018-04-15
5171,"Pay/Subscribe",2018-04-22
5175,"Sign Up",2018-10-16
5176,"Use Feature 1",2018-11-18
5176,"Sign Up",2018-11-21
5182,"Sign Up",2018-11-10
5184,"Sign Up",2018-12-12
5184,"Talk to Sales",2018-12-12
5184,"Use Feature 1",2018-12-13
5194,"Sign Up",2018-08-11
5194,"Use Feature 1",2018-08-14
5211,"Sign Up",2018-10-12
5213,"Sign Up",2019-01-01
5215,"Sign Up",2019-01-30
5215,"Use Feature 1",2019-01-31
5215,"Talk to Sales",2019-02-03
5215,"Pay/Subscribe",2019-02-04
5217,"Sign Up",2018-06-06
5217,"Talk to Sales",2018-06-06
5217,"Use Feature 1",2018-06-06
5217,"Pay/Subscribe",2018-06-11
5219,"Sign Up",2018-06-18
5225,"Use Feature 1",2018-12-18
5225,"Sign Up",2018-12-19
5225,"Talk to Sales",2018-12-21
5230,"Sign Up",2018-10-18
5230,"Talk to Sales",2018-10-20
5230,"Pay/Subscribe",2018-10-21
5230,"Use Feature 1",2018-10-24
5233,"Sign Up",2018-07-09
5233,"Use Feature 1",2018-07-13
5234,"Sign Up",2018-09-17
5234,"Use Feature 1",2018-09-19
5236,"Use Feature 1",2018-11-18
5236,"Sign Up",2018-11-22
5241,"Sign Up",2018-10-19
5241,"Use Feature 1",2018-10-21
5241,"Pay/Subscribe",2018-10-23
5241,"Talk to Sales",2018-10-26
5243,"Use Feature 1",2018-06-17
5243,"Sign Up",2018-06-20
5252,"Use Feature 1",2018-09-06
5252,"Pay/Subscribe",2018-09-08
5252,"Sign Up",2018-09-08
5252,"Talk to Sales",2018-09-11
5259,"Use Feature 1",2018-05-24
5259,"Sign Up",2018-05-25
5259,"Talk to Sales",2018-05-25
5259,"Pay/Subscribe",2018-05-26
5262,"Sign Up",2018-09-10
5264,"Use Feature 1",2018-04-27
5264,"Sign Up",2018-04-28
5266,"Sign Up",2018-07-19
5266,"Use Feature 1",2018-07-19
5270,"Sign Up",2018-10-16
5270,"Use Feature 1",2018-10-16
5271,"Use Feature 1",2018-05-29
5271,"Sign Up",2018-05-30
5274,"Sign Up",2018-12-02
5277,"Sign Up",2018-09-02
5281,"Sign Up",2018-12-25
5283,"Sign Up",2018-12-27
5283,"Talk to Sales",2018-12-27
5283,"Use Feature 1",2018-12-27
5283,"Pay/Subscribe",2018-12-31
5284,"Use Feature 1",2018-08-15
5284,"Sign Up",2018-08-16
5288,"Sign Up",2018-10-12
5301,"Sign Up",2018-08-11
5308,"Sign Up",2018-06-22
5308,"Use Feature 1",2018-06-24
5312,"Sign Up",2018-11-12
5312,"Use Feature 1",2018-11-13
5313,"Sign Up",2018-07-03
5313,"Talk to Sales",2018-07-07
5313,"Use Feature 1",2018-07-07
5313,"Pay/Subscribe",2018-07-13
5319,"Use Feature 1",2018-05-08
5319,"Sign Up",2018-05-09
5319,"Talk to Sales",2018-05-13
5319,"Pay/Subscribe",2018-05-17
5321,"Sign Up",2018-05-25
5323,"Sign Up",2018-10-15
5327,"Sign Up",2018-06-27
5327,"Use Feature 1",2018-06-28
5333,"Sign Up",2018-04-10
5349,"Sign Up",2018-08-13
5349,"Use Feature 1",2018-08-15
5353,"Sign Up",2018-11-29
5353,"Use Feature 1",2018-11-29
5353,"Talk to Sales",2018-12-03
5357,"Sign Up",2018-08-08
5357,"Talk to Sales",2018-08-08
5357,"Use Feature 1",2018-08-08
5357,"Pay/Subscribe",2018-08-13
5367,"Use Feature 1",2018-08-04
5367,"Sign Up",2018-08-05
5367,"Talk to Sales",2018-08-08
5367,"Pay/Subscribe",2018-08-10
5371,"Sign Up",2018-07-10
5373,"Sign Up",2019-01-26
5374,"Sign Up",2018-12-30
5374,"Use Feature 1",2018-12-30
5374,"Talk to Sales",2019-01-01
5374,"Pay/Subscribe",2019-01-02
5375,"Sign Up",2018-10-12
5375,"Use Feature 1",2018-10-13
5378,"Use Feature 1",2018-11-17
5378,"Sign Up",2018-11-18
5378,"Talk to Sales",2018-11-19
5380,"Sign Up",2018-09-26
5380,"Use Feature 1",2018-09-30
5382,"Sign Up",2019-02-01
5382,"Use Feature 1",2019-02-01
5383,"Sign Up",2019-01-22
5383,"Use Feature 1",2019-01-22
5383,"Talk to Sales",2019-01-27
5383,"Pay/Subscribe",2019-01-28
5384,"Sign Up",2018-06-10
5384,"Use Feature 1",2018-06-14
5395,"Sign Up",2019-01-16
5397,"Sign Up",2018-05-31
5397,"Use Feature 1",2018-06-05
5397,"Talk to Sales",2018-06-06
5397,"Pay/Subscribe",2018-06-09
5400,"Talk to Sales",2018-05-12
5400,"Sign Up",2018-05-13
5400,"Use Feature 1",2018-05-15
5400,"Pay/Subscribe",2018-05-17
5412,"Sign Up",2018-09-12
5412,"Use Feature 1",2018-09-14
5412,"Talk to Sales",2018-09-15
5412,"Pay/Subscribe",2018-09-20
5427,"Sign Up",2018-10-11
5434,"Use Feature 1",2018-08-15
5434,"Sign Up",2018-08-16
5435,"Talk to Sales",2018-08-29
5435,"Sign Up",2018-08-30
5435,"Use Feature 1",2018-09-01
5436,"Sign Up",2018-05-04
5438,"Use Feature 1",2018-08-06
5438,"Sign Up",2018-08-07
5438,"Talk to Sales",2018-08-09
5438,"Pay/Subscribe",2018-08-12
5448,"Sign Up",2019-01-20
5448,"Talk to Sales",2019-01-22
5448,"Use Feature 1",2019-01-22
5448,"Pay/Subscribe",2019-01-28
5450,"Sign Up",2018-12-28
5456,"Use Feature 1",2018-08-21
5456,"Sign Up",2018-08-22
5456,"Talk to Sales",2018-08-24
5456,"Pay/Subscribe",2018-08-28
5457,"Sign Up",2018-10-26
5457,"Use Feature 1",2018-10-29
5458,"Sign Up",2018-12-23
5463,"Use Feature 1",2018-06-13
5463,"Sign Up",2018-06-17
5463,"Talk to Sales",2018-06-18
5463,"Pay/Subscribe",2018-06-21
5477,"Sign Up",2018-06-20
5478,"Sign Up",2018-08-28
5478,"Use Feature 1",2018-09-04
5479,"Use Feature 1",2018-10-21
5479,"Sign Up",2018-10-22
5486,"Sign Up",2018-05-26
5486,"Use Feature 1",2018-05-27
5487,"Sign Up",2018-10-07
5487,"Use Feature 1",2018-10-08
5496,"Sign Up",2018-09-16
5496,"Pay/Subscribe",2018-09-18
5496,"Use Feature 1",2018-09-18
5496,"Talk to Sales",2018-09-22
5498,"Use Feature 1",2019-01-19
5498,"Sign Up",2019-01-21
5499,"Sign Up",2018-07-22
5507,"Sign Up",2018-09-29
5509,"Sign Up",2018-07-19
5509,"Use Feature 1",2018-07-20
5511,"Sign Up",2018-09-24
5511,"Use Feature 1",2018-09-27
5511,"Talk to Sales",2018-09-28
5511,"Pay/Subscribe",2018-09-29
5522,"Sign Up",2018-12-20
5522,"Use Feature 1",2018-12-21
5535,"Sign Up",2018-09-27
5535,"Talk to Sales",2018-09-29
5535,"Use Feature 1",2018-09-29
5535,"Pay/Subscribe",2018-10-02
5537,"Sign Up",2018-08-20
5537,"Use Feature 1",2018-08-20
5537,"Talk to Sales",2018-08-24
5537,"Pay/Subscribe",2018-08-25
5542,"Sign Up",2018-06-09
5542,"Use Feature 1",2018-06-09
5547,"Sign Up",2018-10-02
5547,"Use Feature 1",2018-10-04
5547,"Talk to Sales",2018-10-05
5547,"Pay/Subscribe",2018-10-07
5548,"Sign Up",2018-12-21
5557,"Sign Up",2018-09-14
5557,"Use Feature 1",2018-09-18
5558,"Sign Up",2018-07-20
5562,"Sign Up",2018-05-02
5563,"Sign Up",2018-04-11
5563,"Pay/Subscribe",2018-04-15
5563,"Talk to Sales",2018-04-15
5563,"Use Feature 1",2018-04-15
5569,"Sign Up",2018-07-04
5569,"Use Feature 1",2018-07-04
5569,"Pay/Subscribe",2018-07-08
5569,"Talk to Sales",2018-07-11
5575,"Use Feature 1",2018-08-27
5575,"Sign Up",2018-08-29
5575,"Talk to Sales",2018-08-29
5575,"Pay/Subscribe",2018-09-02
5578,"Sign Up",2018-11-14
5578,"Use Feature 1",2018-11-15
5583,"Sign Up",2018-08-31
5583,"Use Feature 1",2018-09-04
5584,"Sign Up",2018-09-25
5584,"Use Feature 1",2018-09-29
5585,"Sign Up",2018-06-22
5585,"Use Feature 1",2018-06-25
5585,"Pay/Subscribe",2018-06-29
5585,"Talk to Sales",2018-06-30
5588,"Sign Up",2018-12-19
5588,"Use Feature 1",2018-12-19
5593,"Sign Up",2018-09-01
5593,"Use Feature 1",2018-09-02
5593,"Talk to Sales",2018-09-05
5593,"Pay/Subscribe",2018-09-11
5594,"Sign Up",2018-04-26
5594,"Use Feature 1",2018-04-28
5598,"Use Feature 1",2018-09-21
5598,"Sign Up",2018-09-23
5604,"Sign Up",2018-09-30
5604,"Talk to Sales",2018-10-01
5604,"Use Feature 1",2018-10-02
5604,"Pay/Subscribe",2018-10-07
5605,"Sign Up",2018-09-24
5605,"Use Feature 1",2018-09-26
5608,"Sign Up",2018-10-01
5608,"Use Feature 1",2018-10-01
5609,"Sign Up",2018-12-24
5609,"Use Feature 1",2018-12-25
5609,"Talk to Sales",2018-12-26
5609,"Pay/Subscribe",2018-12-30
5610,"Talk to Sales",2018-10-08
5610,"Sign Up",2018-10-10
5610,"Use Feature 1",2018-10-10
5612,"Use Feature 1",2018-07-05
5612,"Sign Up",2018-07-06
5617,"Sign Up",2018-12-15
5623,"Talk to Sales",2018-08-17
5623,"Use Feature 1",2018-08-17
5623,"Sign Up",2018-08-18
5623,"Pay/Subscribe",2018-08-23
5629,"Sign Up",2018-07-07
5636,"Sign Up",2018-12-16
5636,"Use Feature 1",2018-12-17
5636,"Talk to Sales",2018-12-19
5636,"Pay/Subscribe",2018-12-21
5645,"Use Feature 1",2019-01-28
5645,"Sign Up",2019-01-29
5645,"Talk to Sales",2019-01-31
5647,"Sign Up",2018-07-19
5647,"Use Feature 1",2018-07-21
5650,"Sign Up",2018-11-03
5650,"Use Feature 1",2018-11-04
5650,"Talk to Sales",2018-11-06
5652,"Talk to Sales",2018-12-31
5652,"Sign Up",2019-01-01
5652,"Use Feature 1",2019-01-03
5652,"Pay/Subscribe",2019-01-04
5655,"Sign Up",2018-04-25
5655,"Use Feature 1",2018-04-26
5656,"Sign Up",2018-08-19
5658,"Sign Up",2018-06-10
5673,"Sign Up",2018-11-01
5673,"Use Feature 1",2018-11-01
5680,"Sign Up",2018-10-08
5683,"Sign Up",2018-09-07
5684,"Sign Up",2018-04-07
5684,"Use Feature 1",2018-04-07
5684,"Talk to Sales",2018-04-10
5685,"Sign Up",2018-10-21
5687,"Sign Up",2018-06-22
5687,"Use Feature 1",2018-06-22
5687,"Pay/Subscribe",2018-06-23
5687,"Talk to Sales",2018-06-23
5688,"Sign Up",2018-09-24
5688,"Use Feature 1",2018-09-26
5691,"Sign Up",2019-01-05
5699,"Sign Up",2018-08-16
5701,"Sign Up",2018-04-27
5701,"Use Feature 1",2018-04-28
5706,"Use Feature 1",2018-06-29
5706,"Sign Up",2018-07-03
5708,"Sign Up",2018-07-03
5713,"Sign Up",2018-07-07
5713,"Use Feature 1",2018-07-11
5713,"Talk to Sales",2018-07-12
5715,"Sign Up",2018-08-25
5715,"Use Feature 1",2018-08-28
5715,"Talk to Sales",2018-09-01
5715,"Pay/Subscribe",2018-09-02
5720,"Sign Up",2019-01-01
5720,"Use Feature 1",2019-01-01
5720,"Talk to Sales",2019-01-02
5720,"Pay/Subscribe",2019-01-07
5721,"Sign Up",2018-11-19
5724,"Sign Up",2018-10-04
5724,"Use Feature 1",2018-10-06
5730,"Sign Up",2018-08-14
5732,"Sign Up",2018-08-29
5732,"Talk to Sales",2018-09-02
5732,"Use Feature 1",2018-09-06
5732,"Pay/Subscribe",2018-09-08
5737,"Sign Up",2018-05-08
5737,"Use Feature 1",2018-05-09
5738,"Use Feature 1",2018-08-22
5738,"Sign Up",2018-08-23
5738,"Talk to Sales",2018-08-26
5743,"Sign Up",2019-01-09
5748,"Pay/Subscribe",2018-10-05
5748,"Sign Up",2018-10-05
5748,"Talk to Sales",2018-10-08
5748,"Use Feature 1",2018-10-08
5752,"Sign Up",2018-07-29
5752,"Use Feature 1",2018-07-29
5754,"Sign Up",2018-04-24
5756,"Sign Up",2018-04-13
5756,"Use Feature 1",2018-04-14
5758,"Use Feature 1",2018-09-30
5758,"Sign Up",2018-10-01
5768,"Sign Up",2018-08-28
5769,"Use Feature 1",2018-05-24
5769,"Sign Up",2018-05-25
5777,"Use Feature 1",2018-12-13
5777,"Sign Up",2018-12-14
5777,"Pay/Subscribe",2018-12-16
5777,"Talk to Sales",2018-12-18
5778,"Sign Up",2018-05-03
5778,"Use Feature 1",2018-05-05
5778,"Talk to Sales",2018-05-09
5778,"Pay/Subscribe",2018-05-13
5783,"Use Feature 1",2018-06-23
5783,"Sign Up",2018-06-25
5786,"Sign Up",2019-01-17
5786,"Talk to Sales",2019-01-21
5786,"Use Feature 1",2019-01-21
5786,"Pay/Subscribe",2019-01-23
5789,"Sign Up",2018-09-25
5789,"Use Feature 1",2018-09-25
5790,"Sign Up",2018-09-20
5797,"Sign Up",2018-12-04
5797,"Use Feature 1",2018-12-06
5797,"Pay/Subscribe",2018-12-07
5797,"Talk to Sales",2018-12-08
5798,"Sign Up",2018-08-07
5807,"Sign Up",2019-01-02
5807,"Use Feature 1",2019-01-03
5807,"Pay/Subscribe",2019-01-06
5807,"Talk to Sales",2019-01-07
5815,"Sign Up",2018-06-20
5816,"Sign Up",2018-04-29
5821,"Sign Up",2018-11-16
5821,"Use Feature 1",2018-11-17
5821,"Pay/Subscribe",2018-11-18
5821,"Talk to Sales",2018-11-23
5826,"Sign Up",2018-05-19
5826,"Use Feature 1",2018-05-19
5833,"Sign Up",2018-11-24
5834,"Use Feature 1",2018-09-10
5834,"Sign Up",2018-09-13
5834,"Talk to Sales",2018-09-16
5836,"Sign Up",2018-09-14
5836,"Use Feature 1",2018-09-17
5836,"Pay/Subscribe",2018-09-19
5836,"Talk to Sales",2018-09-20
5844,"Use Feature 1",2018-08-20
5844,"Sign Up",2018-08-21
5845,"Sign Up",2018-06-05
5845,"Use Feature 1",2018-06-05
5845,"Pay/Subscribe",2018-06-06
5845,"Talk to Sales",2018-06-10
5849,"Sign Up",2018-12-20
5849,"Use Feature 1",2018-12-23
5852,"Sign Up",2018-06-30
5854,"Sign Up",2018-11-01
5858,"Sign Up",2018-09-13
5860,"Sign Up",2018-04-18
5863,"Sign Up",2018-11-24
5866,"Sign Up",2018-07-19
5866,"Use Feature 1",2018-07-19
5873,"Use Feature 1",2018-08-20
5873,"Sign Up",2018-08-21
5873,"Talk to Sales",2018-08-26
5873,"Pay/Subscribe",2018-08-27
5878,"Use Feature 1",2019-01-25
5878,"Sign Up",2019-01-30
5883,"Sign Up",2018-06-14
5887,"Sign Up",2018-12-22
5887,"Use Feature 1",2018-12-26
5896,"Sign Up",2018-07-11
5896,"Talk to Sales",2018-07-17
5896,"Use Feature 1",2018-07-17
5904,"Sign Up",2019-01-05
5904,"Use Feature 1",2019-01-08
5904,"Pay/Subscribe",2019-01-10
5904,"Talk to Sales",2019-01-13
5908,"Use Feature 1",2018-05-30
5908,"Sign Up",2018-06-02
5913,"Sign Up",2018-12-05
5913,"Use Feature 1",2018-12-06
5913,"Talk to Sales",2018-12-08
5913,"Pay/Subscribe",2018-12-12
5915,"Use Feature 1",2018-11-02
5915,"Sign Up",2018-11-04
5915,"Pay/Subscribe",2018-11-06
5915,"Talk to Sales",2018-11-09
5919,"Sign Up",2018-08-12
5919,"Use Feature 1",2018-08-12
5922,"Sign Up",2018-09-26
5923,"Sign Up",2018-07-15
5924,"Sign Up",2019-01-31
5927,"Sign Up",2018-10-13
5934,"Sign Up",2018-12-07
5934,"Pay/Subscribe",2018-12-08
5934,"Use Feature 1",2018-12-08
5934,"Talk to Sales",2018-12-14
5935,"Sign Up",2019-01-08
5937,"Sign Up",2018-06-20
5937,"Use Feature 1",2018-06-23
5937,"Talk to Sales",2018-06-24
5937,"Pay/Subscribe",2018-06-26
5941,"Sign Up",2018-10-07
5941,"Use Feature 1",2018-10-09
5944,"Sign Up",2018-06-27
5944,"Talk to Sales",2018-06-28
5944,"Pay/Subscribe",2018-06-29
5944,"Use Feature 1",2018-06-29
5946,"Sign Up",2018-11-22
5950,"Sign Up",2018-12-12
5950,"Use Feature 1",2018-12-14
5950,"Talk to Sales",2018-12-18
5950,"Pay/Subscribe",2018-12-20
5951,"Sign Up",2019-01-06
5952,"Sign Up",2018-09-22
5952,"Use Feature 1",2018-09-23
5954,"Sign Up",2018-10-16
5954,"Use Feature 1",2018-10-16
5959,"Sign Up",2018-10-29
5960,"Sign Up",2018-05-29
5960,"Talk to Sales",2018-06-01
5960,"Use Feature 1",2018-06-02
5960,"Pay/Subscribe",2018-06-05
5963,"Sign Up",2018-12-28
5963,"Use Feature 1",2018-12-31
5965,"Sign Up",2018-09-23
5965,"Use Feature 1",2018-09-23
5965,"Pay/Subscribe",2018-09-30
5965,"Talk to Sales",2018-09-30
5968,"Sign Up",2019-01-15
5974,"Talk to Sales",2018-07-31
5974,"Sign Up",2018-08-01
5974,"Pay/Subscribe",2018-08-05
5974,"Use Feature 1",2018-08-05
5975,"Sign Up",2019-01-17
5975,"Use Feature 1",2019-01-19
5975,"Talk to Sales",2019-01-21
5975,"Pay/Subscribe",2019-01-24
5980,"Use Feature 1",2018-11-06
5980,"Sign Up",2018-11-10
5982,"Sign Up",2018-11-01
5982,"Use Feature 1",2018-11-03
5982,"Talk to Sales",2018-11-05
5982,"Pay/Subscribe",2018-11-07
5985,"Sign Up",2018-08-03
5986,"Sign Up",2018-09-02
5994,"Sign Up",2018-07-26
5998,"Sign Up",2018-07-11
5998,"Use Feature 1",2018-07-14
6000,"Sign Up",2018-04-15
6003,"Sign Up",2018-12-26
6003,"Use Feature 1",2018-12-27
6003,"Talk to Sales",2018-12-29
6006,"Sign Up",2018-07-15
6007,"Use Feature 1",2018-09-14
6007,"Sign Up",2018-09-15
6007,"Pay/Subscribe",2018-09-17
6007,"Talk to Sales",2018-09-17
6008,"Sign Up",2018-12-22
6011,"Sign Up",2018-12-12
6011,"Use Feature 1",2018-12-13
6011,"Pay/Subscribe",2018-12-14
6011,"Talk to Sales",2018-12-17
6012,"Sign Up",2018-12-07
6012,"Use Feature 1",2018-12-10
6017,"Talk to Sales",2018-04-25
6017,"Use Feature 1",2018-04-26
6017,"Sign Up",2018-04-28
6017,"Pay/Subscribe",2018-05-03
6018,"Sign Up",2019-01-22
6018,"Talk to Sales",2019-01-22
6018,"Use Feature 1",2019-01-28
6022,"Use Feature 1",2018-09-10
6022,"Sign Up",2018-09-12
6023,"Sign Up",2018-05-11
6026,"Sign Up",2018-09-22
6038,"Sign Up",2018-07-04
6038,"Use Feature 1",2018-07-05
6039,"Sign Up",2018-11-10
6039,"Use Feature 1",2018-11-16
6039,"Talk to Sales",2018-11-17
6039,"Pay/Subscribe",2018-11-24
6047,"Sign Up",2018-12-20
6051,"Sign Up",2018-04-16
6051,"Use Feature 1",2018-04-20
6051,"Pay/Subscribe",2018-04-21
6051,"Talk to Sales",2018-04-22
6057,"Use Feature 1",2018-11-06
6057,"Sign Up",2018-11-07
6067,"Sign Up",2018-07-20
6067,"Use Feature 1",2018-07-21
6070,"Sign Up",2018-07-21
6080,"Use Feature 1",2018-04-25
6080,"Sign Up",2018-04-27
6081,"Sign Up",2018-04-16
6089,"Sign Up",2018-12-02
6092,"Sign Up",2019-01-11
6092,"Use Feature 1",2019-01-12
6092,"Talk to Sales",2019-01-20
6092,"Pay/Subscribe",2019-01-21
6094,"Use Feature 1",2018-09-17
6094,"Talk to Sales",2018-09-18
6094,"Sign Up",2018-09-19
6094,"Pay/Subscribe",2018-09-21
6095,"Sign Up",2018-11-24
6095,"Use Feature 1",2018-11-24
6095,"Talk to Sales",2018-11-29
6095,"Pay/Subscribe",2018-12-02
6098,"Sign Up",2018-05-08
6100,"Use Feature 1",2018-11-10
6100,"Sign Up",2018-11-12
6100,"Talk to Sales",2018-11-12
6100,"Pay/Subscribe",2018-11-17
6104,"Sign Up",2018-07-29
6104,"Use Feature 1",2018-07-31
6107,"Sign Up",2018-11-09
6110,"Sign Up",2018-06-17
6110,"Talk to Sales",2018-06-17
6110,"Use Feature 1",2018-06-17
6110,"Pay/Subscribe",2018-06-19
6111,"Sign Up",2018-11-02
6111,"Use Feature 1",2018-11-04
6111,"Pay/Subscribe",2018-11-07
6111,"Talk to Sales",2018-11-11
6121,"Sign Up",2019-01-06
6130,"Use Feature 1",2019-01-03
6130,"Sign Up",2019-01-05
6139,"Sign Up",2018-06-05
6142,"Use Feature 1",2018-11-16
6142,"Sign Up",2018-11-18
6142,"Pay/Subscribe",2018-11-19
6142,"Talk to Sales",2018-11-21
6143,"Sign Up",2018-09-11
6145,"Sign Up",2019-01-18
6147,"Sign Up",2019-01-12
6148,"Use Feature 1",2018-05-28
6148,"Sign Up",2018-05-29
6148,"Talk to Sales",2018-05-29
6148,"Pay/Subscribe",2018-06-01
6152,"Use Feature 1",2018-12-31
6152,"Sign Up",2019-01-01
6152,"Pay/Subscribe",2019-01-04
6152,"Talk to Sales",2019-01-05
6154,"Sign Up",2018-10-03
6166,"Sign Up",2018-10-01
6166,"Use Feature 1",2018-10-01
6166,"Pay/Subscribe",2018-10-06
6166,"Talk to Sales",2018-10-06
6170,"Sign Up",2019-01-13
6170,"Use Feature 1",2019-01-16
6170,"Talk to Sales",2019-01-18
6172,"Sign Up",2019-01-24
6187,"Sign Up",2018-12-25
6188,"Sign Up",2018-07-31
6188,"Use Feature 1",2018-08-02
6190,"Sign Up",2018-08-01
6192,"Sign Up",2018-04-19
6192,"Use Feature 1",2018-04-20
6193,"Use Feature 1",2018-06-27
6193,"Sign Up",2018-06-29
6196,"Sign Up",2018-09-08
6196,"Use Feature 1",2018-09-12
6199,"Sign Up",2018-06-20
6199,"Use Feature 1",2018-06-24
6203,"Sign Up",2018-09-18
6203,"Use Feature 1",2018-09-20
6212,"Sign Up",2018-06-25
6215,"Sign Up",2018-06-13
6217,"Sign Up",2018-08-07
6227,"Sign Up",2018-12-07
6228,"Sign Up",2018-04-16
6229,"Sign Up",2018-06-20
6234,"Use Feature 1",2018-10-08
6234,"Sign Up",2018-10-10
6234,"Talk to Sales",2018-10-11
6234,"Pay/Subscribe",2018-10-15
6240,"Sign Up",2018-11-04
6240,"Use Feature 1",2018-11-10
6242,"Use Feature 1",2018-12-19
6242,"Sign Up",2018-12-20
6246,"Sign Up",2018-10-26
6247,"Sign Up",2019-01-10
6247,"Talk to Sales",2019-01-10
6247,"Pay/Subscribe",2019-01-11
6247,"Use Feature 1",2019-01-14
6252,"Sign Up",2018-11-25
6252,"Use Feature 1",2018-11-26
6273,"Sign Up",2018-05-03
6273,"Use Feature 1",2018-05-04
6278,"Use Feature 1",2018-08-06
6278,"Sign Up",2018-08-10
6280,"Sign Up",2018-12-08
6280,"Use Feature 1",2018-12-10
6284,"Sign Up",2018-05-08
6288,"Sign Up",2018-04-23
6288,"Use Feature 1",2018-04-25
6291,"Sign Up",2018-05-07
6291,"Use Feature 1",2018-05-11
6300,"Use Feature 1",2018-06-04
6300,"Sign Up",2018-06-08
6302,"Use Feature 1",2018-08-16
6302,"Sign Up",2018-08-17
6302,"Talk to Sales",2018-08-21
6302,"Pay/Subscribe",2018-08-25
6306,"Sign Up",2018-06-04
6306,"Use Feature 1",2018-06-04
6306,"Talk to Sales",2018-06-05
6306,"Pay/Subscribe",2018-06-08
6307,"Sign Up",2018-10-21
6312,"Sign Up",2018-04-28
6315,"Sign Up",2018-06-11
6315,"Use Feature 1",2018-06-12
6315,"Pay/Subscribe",2018-06-16
6315,"Talk to Sales",2018-06-17
6320,"Sign Up",2018-09-13
6320,"Use Feature 1",2018-09-15
6325,"Use Feature 1",2018-09-13
6325,"Sign Up",2018-09-17
6326,"Sign Up",2018-05-24
6326,"Talk to Sales",2018-05-25
6326,"Use Feature 1",2018-05-26
6326,"Pay/Subscribe",2018-05-28
6339,"Sign Up",2018-11-03
6341,"Sign Up",2018-07-21
6342,"Sign Up",2018-10-18
6344,"Sign Up",2018-12-26
6344,"Use Feature 1",2018-12-26
6344,"Talk to Sales",2018-12-28
6344,"Pay/Subscribe",2019-01-02
6345,"Sign Up",2018-05-18
6349,"Sign Up",2018-10-21
6349,"Talk to Sales",2018-10-23
6349,"Use Feature 1",2018-10-25
6350,"Talk to Sales",2019-01-21
6350,"Sign Up",2019-01-22
6350,"Pay/Subscribe",2019-01-24
6350,"Use Feature 1",2019-01-24
6352,"Sign Up",2018-12-26
6352,"Use Feature 1",2018-12-28
6356,"Sign Up",2018-10-06
6361,"Sign Up",2018-04-17
6361,"Use Feature 1",2018-04-18
6369,"Use Feature 1",2019-01-23
6369,"Sign Up",2019-01-25
6371,"Sign Up",2019-01-08
6388,"Sign Up",2018-10-01
6388,"Use Feature 1",2018-10-02
6388,"Talk to Sales",2018-10-05
6389,"Sign Up",2018-06-06
6389,"Use Feature 1",2018-06-07
6389,"Pay/Subscribe",2018-06-09
6389,"Talk to Sales",2018-06-11
6394,"Sign Up",2018-05-28
6396,"Use Feature 1",2018-04-22
6396,"Sign Up",2018-04-23
6397,"Sign Up",2018-06-19
6397,"Use Feature 1",2018-06-20
6401,"Sign Up",2018-05-15
6401,"Use Feature 1",2018-05-15
6402,"Sign Up",2018-05-10
6402,"Use Feature 1",2018-05-12
6409,"Use Feature 1",2018-11-24
6409,"Sign Up",2018-11-25
6409,"Talk to Sales",2018-11-29
6410,"Sign Up",2018-08-24
6410,"Use Feature 1",2018-08-26
6410,"Talk to Sales",2018-08-27
6412,"Use Feature 1",2018-05-12
6412,"Sign Up",2018-05-13
6416,"Sign Up",2018-09-03
6419,"Sign Up",2018-09-08
6421,"Sign Up",2018-05-07
6422,"Sign Up",2018-12-28
6440,"Sign Up",2018-11-22
6440,"Use Feature 1",2018-11-22
6440,"Pay/Subscribe",2018-11-28
6440,"Talk to Sales",2018-11-28
6441,"Sign Up",2018-04-24
6441,"Use Feature 1",2018-04-27
6443,"Sign Up",2018-06-14
6443,"Use Feature 1",2018-06-20
6444,"Sign Up",2018-06-11
6449,"Sign Up",2018-05-07
6449,"Use Feature 1",2018-05-08
6449,"Talk to Sales",2018-05-12
6449,"Pay/Subscribe",2018-05-17
6452,"Sign Up",2019-01-26
6454,"Sign Up",2018-07-01
6454,"Use Feature 1",2018-07-04
6456,"Sign Up",2018-09-24
6456,"Talk to Sales",2018-09-27
6456,"Use Feature 1",2018-09-27
6456,"Pay/Subscribe",2018-09-30
6460,"Sign Up",2019-01-03
6460,"Use Feature 1",2019-01-07
6468,"Sign Up",2018-08-09
6468,"Use Feature 1",2018-08-14
6477,"Use Feature 1",2018-08-01
6477,"Sign Up",2018-08-03
6480,"Sign Up",2019-01-29
6481,"Sign Up",2018-05-06
6481,"Use Feature 1",2018-05-08
6481,"Talk to Sales",2018-05-10
6481,"Pay/Subscribe",2018-05-11
6482,"Sign Up",2018-04-07
6482,"Use Feature 1",2018-04-08
6482,"Pay/Subscribe",2018-04-10
6482,"Talk to Sales",2018-04-10
6483,"Sign Up",2018-09-24
